Date,Time,Site,Unit ID,User ID,F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,algale_edibility,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/26/22,9:25:15 AM,Tank 39,Strauss lab 1,,71.906,751.7,86.7,7.56,181,171.2,182,5840,118,0.09,-2.2,-2.2,13.04,-444.6,0.32,0.29,inedible,0.76,2.87,-0.032,-0.044
8/26/22,9:25:18 AM,Tank 39,Strauss lab 1,,71.919,751.7,87,7.58,181,171.2,182,5840,118,0.09,-2.2,-2.2,13.03,-444.4,0.39,0.37,inedible,0.79,3.03,-0.031,-0.026
8/26/22,9:25:50 AM,Tank 39,Strauss lab 1,,71.93,751.6,79.1,6.89,180.4,170.7,181.3,5860,117,0.08,-2.2,-2.2,12.69,-424.7,0.32,0.3,edible,0.33,1.11,-0.035,-0.023
8/26/22,9:25:53 AM,Tank 39,Strauss lab 1,,71.952,751.6,80.8,7.04,180.4,170.7,181.3,5857,117,0.08,-2.2,-2.2,12.72,-426.3,0.4,0.38,edible,0.37,1.25,-0.035,-0.029
8/26/22,9:25:56 AM,Tank 39,Strauss lab 1,,71.992,751.6,81.8,7.12,180.5,170.9,181.4,5852,117,0.08,-2.2,-2.2,12.76,-428.5,0.46,0.44,edible,0.29,0.95,-0.034,-0.041
8/26/22,9:25:59 AM,Tank 39,Strauss lab 1,,72.004,751.6,82.7,7.2,180.6,171.1,181.6,5846,117,0.08,-2.2,-2.2,12.78,-430.1,0.28,0.26,edible,0.32,1.04,-0.033,-0.029
8/26/22,9:26:02 AM,Tank 39,Strauss lab 1,,72.023,751.6,83.9,7.3,180.7,171.2,181.7,5841,117,0.08,-2.2,-2.2,12.8,-430.9,0.28,0.26,edible,0.24,0.72,-0.034,-0.039
8/26/22,9:26:05 AM,Tank 39,Strauss lab 1,,72.043,751.5,85,7.39,180.8,171.3,181.7,5838,118,0.08,-2.2,-2.2,12.81,-431.5,0.22,0.2,edible,0.31,1,-0.035,-0.024
8/26/22,9:26:08 AM,Tank 39,Strauss lab 1,,72.058,751.7,85.9,7.48,180.8,171.4,181.8,5836,118,0.08,-2.2,-2.2,12.82,-432,0.27,0.25,edible,0.31,1.03,-0.037,-0.039
8/26/22,9:26:11 AM,Tank 39,Strauss lab 1,,72.064,751.7,86.6,7.53,180.9,171.4,181.8,5834,118,0.08,-2.2,-2.2,12.82,-432.4,0.25,0.22,edible,0.34,1.16,-0.034,-0.037
8/26/22,9:26:14 AM,Tank 39,Strauss lab 1,,72.065,751.6,87.2,7.59,180.9,171.4,181.8,5833,118,0.08,-2.2,-2.2,12.83,-432.7,0.24,0.22,edible,0.36,1.21,-0.032,-0.027
8/26/22,9:26:17 AM,Tank 39,Strauss lab 1,,72.065,751.7,87.8,7.63,181,171.5,181.9,5831,118,0.09,-2.2,-2.2,12.83,-432.8,0.17,0.15,edible,0.36,1.21,-0.034,-0.038
8/26/22,9:27:12 AM,Tank 34,Strauss lab 1,,64.976,751.6,114.6,10.78,166.2,145,168.1,6895,108,0.08,-1.4,-1.4,14.18,-505.1,0.64,0.63,inedible,1.08,4.22,-0.035,-0.04
8/26/22,9:27:15 AM,Tank 34,Strauss lab 1,,65.053,751.6,116.4,10.94,166.1,145.1,168,6893,108,0.08,-1.4,-1.4,14.21,-506.7,0.7,0.68,inedible,1.1,4.32,-0.033,-0.023
8/26/22,9:27:18 AM,Tank 34,Strauss lab 1,,65.119,751.6,117.8,11.06,166,145.1,167.9,6891,108,0.08,-1.4,-1.4,14.23,-507.8,0.67,0.66,inedible,1.18,4.62,-0.034,-0.032
8/26/22,9:27:21 AM,Tank 34,Strauss lab 1,,65.197,751.6,119,11.17,166,145.2,167.8,6888,108,0.08,-1.4,-1.4,14.24,-508.5,0.71,0.69,inedible,0.98,3.8,-0.035,-0.044
8/26/22,9:27:24 AM,Tank 34,Strauss lab 1,,65.272,751.6,120.2,11.27,165.9,145.2,167.7,6886,108,0.08,-1.4,-1.4,14.24,-508.3,0.75,0.73,inedible,1.02,3.98,-0.036,-0.05
8/26/22,9:27:27 AM,Tank 34,Strauss lab 1,,65.336,751.6,121.1,11.34,165.8,145.3,167.6,6884,108,0.08,-1.4,-1.4,14.23,-507.9,0.75,0.73,inedible,0.84,3.22,-0.034,-0.032
8/26/22,9:28:10 AM,Tank 34,Strauss lab 1,,64.855,751.6,108.6,10.23,166.5,145.1,168.4,6893,108,0.08,-1.4,-1.4,13.9,-488.8,0.18,0.16,edible,0.5,1.81,-0.033,-0.012
8/26/22,9:28:13 AM,Tank 34,Strauss lab 1,,64.93,751.7,109.8,10.33,166.4,145.1,168.3,6892,108,0.08,-1.4,-1.4,13.94,-491.2,0.28,0.26,edible,0.44,1.54,-0.033,-0.026
8/26/22,9:28:16 AM,Tank 34,Strauss lab 1,,64.969,751.6,110.9,10.43,166.3,145,168.2,6894,108,0.08,-1.4,-1.4,13.96,-492.6,0.26,0.24,edible,0.45,1.59,-0.033,-0.041
8/26/22,9:28:19 AM,Tank 34,Strauss lab 1,,65.001,751.7,112.8,10.61,166.1,145,168,6898,108,0.08,-1.4,-1.4,13.98,-493.7,0.19,0.17,edible,0.45,1.58,-0.031,-0.031
8/26/22,9:28:22 AM,Tank 34,Strauss lab 1,,65.029,751.6,114,10.72,166,144.9,167.9,6901,108,0.08,-1.4,-1.4,13.99,-494.2,0.15,0.13,edible,0.45,1.6,-0.031,-0.016
8/26/22,9:28:25 AM,Tank 34,Strauss lab 1,,65.05,751.6,115.2,10.82,165.9,144.8,167.7,6905,108,0.08,-1.4,-1.4,13.99,-494.3,0.1,0.08,edible,0.34,1.14,-0.034,-0.029
8/26/22,9:29:34 AM,Tank 39,Strauss lab 1,,76.38,751.7,92.4,7.68,206.5,205.2,206.7,4874,134,0.1,-2.8,-2.8,11.55,-361.1,0.18,0.15,inedible,0.07,0.01,-0.036,-0.048
8/26/22,9:29:37 AM,Tank 39,Strauss lab 1,,76.244,751.6,92.6,7.7,206.9,205.3,207.1,4871,135,0.1,-2.8,-2.8,11.56,-361.7,0.2,0.18,inedible,0.04,-0.09,-0.035,-0.037
8/26/22,9:29:40 AM,Tank 39,Strauss lab 1,,76.048,751.7,92.8,7.74,207.5,205.4,207.7,4868,135,0.1,-2.7,-2.7,11.57,-362.3,0.18,0.16,inedible,0.13,0.26,-0.035,-0.036
8/26/22,9:29:43 AM,Tank 39,Strauss lab 1,,75.923,751.6,92.9,7.76,207.9,205.5,208.1,4866,135,0.1,-2.7,-2.7,11.58,-362.7,0.15,0.13,inedible,0.19,0.51,-0.035,-0.026
8/26/22,9:29:46 AM,Tank 39,Strauss lab 1,,75.9,751.6,93.1,7.77,207.9,205.5,208.1,4867,135,0.1,-2.7,-2.7,11.58,-362.9,0.2,0.18,inedible,0.26,0.8,-0.035,-0.027
8/26/22,9:29:49 AM,Tank 39,Strauss lab 1,,75.955,751.6,93.1,7.77,207.7,205.4,207.9,4870,135,0.1,-2.7,-2.7,11.59,-363.2,0.11,0.08,inedible,0.21,0.6,-0.034,-0.04
8/26/22,9:29:52 AM,Tank 39,Strauss lab 1,,75.987,751.6,93.1,7.77,207.5,205.3,207.7,4872,135,0.1,-2.7,-2.7,11.6,-363.9,0.13,0.11,inedible,0.15,0.34,-0.033,-0.039
8/26/22,9:29:55 AM,Tank 39,Strauss lab 1,,75.996,751.7,93,7.76,207.4,205.2,207.7,4873,135,0.1,-2.7,-2.7,11.61,-364.6,0.14,0.12,inedible,0.12,0.21,-0.033,-0.047
8/26/22,9:30:35 AM,Tank 39,Strauss lab 1,,76.791,751.7,87.9,7.28,209.3,208.9,209.4,4788,136,0.1,-2.8,-2.8,11.58,-363.6,-0.04,-0.07,edible,0.07,0.02,-0.034,-0.051
8/26/22,9:30:38 AM,Tank 39,Strauss lab 1,,76.787,751.7,88.8,7.35,209.3,208.9,209.4,4788,136,0.1,-2.8,-2.8,11.6,-364.6,0,-0.03,edible,0.07,0.04,-0.033,-0.022
8/26/22,9:30:41 AM,Tank 39,Strauss lab 1,,76.784,751.7,89.7,7.43,209.3,208.8,209.4,4788,136,0.1,-2.8,-2.8,11.62,-365.7,-0.09,-0.11,edible,0.13,0.28,-0.035,-0.018
8/26/22,9:30:44 AM,Tank 39,Strauss lab 1,,76.782,751.7,90.3,7.47,209.3,208.8,209.4,4788,136,0.1,-2.8,-2.8,11.64,-366.7,0.01,-0.02,edible,0.15,0.34,-0.036,-0.039
8/26/22,9:30:47 AM,Tank 39,Strauss lab 1,,76.781,751.7,90.9,7.52,209.3,208.9,209.4,4788,136,0.1,-2.8,-2.8,11.66,-367.8,0.01,-0.01,edible,0.16,0.4,-0.034,-0.048
8/26/22,9:30:50 AM,Tank 39,Strauss lab 1,,76.78,751.6,91.3,7.56,209.3,208.8,209.4,4788,136,0.1,-2.8,-2.8,11.67,-368.8,0.04,0.02,edible,0.16,0.4,-0.031,-0.032
8/26/22,9:30:53 AM,Tank 39,Strauss lab 1,,76.779,751.7,91.6,7.58,209.3,208.9,209.4,4788,136,0.1,-2.8,-2.8,11.69,-369.7,0.08,0.06,edible,0.15,0.34,-0.033,-0.027
8/26/22,9:31:43 AM,Tank 40,Strauss lab 1,,72.389,751.7,95.9,8.31,180.1,171.3,181,5837,117,0.08,-2.3,-2.3,12.69,-424.7,0.21,0.19,inedible,0.82,3.14,-0.035,-0.047
8/26/22,9:31:46 AM,Tank 40,Strauss lab 1,,72.404,751.7,96.7,8.38,180.1,171.3,181,5836,117,0.08,-2.3,-2.3,12.72,-426.9,0.13,0.11,inedible,0.75,2.84,-0.033,-0.036
8/26/22,9:31:49 AM,Tank 40,Strauss lab 1,,72.421,751.7,98,8.49,180.1,171.3,181,5836,117,0.08,-2.3,-2.3,12.75,-428.5,0.08,0.05,inedible,0.68,2.55,-0.035,-0.028
8/26/22,9:31:52 AM,Tank 40,Strauss lab 1,,72.442,751.7,99.3,8.6,180,171.3,180.9,5837,117,0.08,-2.3,-2.3,12.77,-429.7,0.06,0.04,inedible,0.69,2.58,-0.035,-0.026
8/26/22,9:31:55 AM,Tank 40,Strauss lab 1,,72.463,751.7,100.3,8.68,179.9,171.3,180.8,5838,117,0.08,-2.3,-2.3,12.79,-430.6,0.2,0.18,inedible,0.77,2.95,-0.036,-0.04
8/26/22,9:31:58 AM,Tank 40,Strauss lab 1,,72.483,751.7,101.1,8.75,179.9,171.3,180.7,5839,117,0.08,-2.3,-2.3,12.8,-431.1,0.2,0.18,inedible,0.76,2.87,-0.034,-0.041
8/26/22,9:32:01 AM,Tank 40,Strauss lab 1,,72.503,751.7,101.7,8.81,179.8,171.2,180.7,5840,117,0.08,-2.3,-2.3,12.8,-431.4,0.3,0.28,inedible,0.68,2.57,-0.035,-0.041
8/26/22,9:32:04 AM,Tank 40,Strauss lab 1,,72.522,751.7,102.2,8.85,179.8,171.2,180.6,5841,117,0.08,-2.3,-2.3,12.8,-431.5,0.27,0.25,inedible,0.61,2.27,-0.034,-0.026
8/26/22,9:32:07 AM,Tank 40,Strauss lab 1,,72.552,751.6,102.8,8.89,179.7,171.2,180.5,5841,117,0.08,-2.3,-2.3,12.8,-431.4,0.19,0.17,inedible,0.53,1.91,-0.033,-0.016
8/26/22,9:32:10 AM,Tank 40,Strauss lab 1,,72.586,751.7,103.1,8.92,179.6,171.2,180.5,5841,117,0.08,-2.3,-2.3,12.8,-431.2,0.17,0.14,inedible,0.61,2.28,-0.032,-0.021
8/26/22,9:32:13 AM,Tank 40,Strauss lab 1,,72.614,751.6,103.5,8.95,179.6,171.2,180.4,5841,117,0.08,-2.3,-2.3,12.79,-431,0.13,0.11,inedible,0.71,2.68,-0.034,-0.04
8/26/22,9:33:46 AM,Tank 40,Strauss lab 1,,72.566,751.6,95,8.22,179.2,170.7,180,5858,116,0.08,-2.3,-2.3,12.54,-416.2,0.17,0.14,edible,0.28,0.9,-0.035,-0.035
8/26/22,9:33:49 AM,Tank 40,Strauss lab 1,,72.637,751.7,96.2,8.32,179.1,170.8,180,5853,116,0.08,-2.3,-2.3,12.57,-418.3,0.08,0.06,edible,0.27,0.83,-0.037,-0.05
8/26/22,9:33:52 AM,Tank 40,Strauss lab 1,,72.674,751.7,97,8.38,179.2,170.9,180,5850,116,0.08,-2.3,-2.3,12.6,-419.7,0.04,0.02,edible,0.25,0.77,-0.034,-0.025
8/26/22,9:33:55 AM,Tank 40,Strauss lab 1,,72.7,751.7,97.6,8.43,179.2,171,180,5847,116,0.08,-2.3,-2.3,12.61,-420.7,0.03,0,edible,0.26,0.82,-0.034,-0.036
8/26/22,9:33:58 AM,Tank 40,Strauss lab 1,,72.719,751.7,98.2,8.48,179.2,171.1,180,5845,116,0.08,-2.3,-2.3,12.63,-421.4,0.04,0.02,edible,0.23,0.68,-0.033,-0.022
8/26/22,9:34:01 AM,Tank 40,Strauss lab 1,,72.723,751.7,99.2,8.57,179.2,171.1,180,5844,117,0.08,-2.3,-2.3,12.64,-422.1,0.07,0.04,edible,0.21,0.59,-0.031,-0.018
8/26/22,9:34:04 AM,Tank 40,Strauss lab 1,,72.709,751.7,99.9,8.63,179.3,171.1,180.1,5843,117,0.08,-2.3,-2.3,12.65,-422.7,0.15,0.13,edible,0.24,0.73,-0.033,-0.026
8/26/22,9:34:07 AM,Tank 40,Strauss lab 1,,72.689,751.7,100.5,8.68,179.4,171.2,180.2,5843,117,0.08,-2.3,-2.3,12.65,-423,0.16,0.14,edible,0.22,0.66,-0.034,-0.046
8/26/22,9:34:10 AM,Tank 40,Strauss lab 1,,72.67,751.7,101,8.73,179.4,171.2,180.2,5842,117,0.08,-2.3,-2.3,12.66,-423.4,0.18,0.16,edible,0.29,0.95,-0.031,-0.03
8/26/22,9:34:13 AM,Tank 40,Strauss lab 1,,72.66,751.7,101.4,8.77,179.4,171.2,180.3,5842,117,0.08,-2.3,-2.3,12.66,-423.6,0.17,0.15,edible,0.29,0.91,-0.034,-0.027
8/26/22,9:35:35 AM,Tank 44,Strauss lab 1,,76.435,751.7,86.6,7.19,221.6,220.3,221.7,4540,144,0.1,-2.8,-2.8,11.82,-377.3,0.25,0.23,inedible,0.19,0.52,-0.036,-0.047
8/26/22,9:35:38 AM,Tank 44,Strauss lab 1,,76.421,751.7,87.4,7.26,222,220.7,222.2,4532,144,0.1,-2.8,-2.8,11.84,-378,0.19,0.17,inedible,0.2,0.57,-0.035,-0.047
8/26/22,9:35:41 AM,Tank 44,Strauss lab 1,,76.413,751.7,88.2,7.33,222.4,221,222.5,4525,145,0.1,-2.8,-2.8,11.85,-378.5,0.14,0.12,inedible,0.16,0.38,-0.034,-0.03
8/26/22,9:35:44 AM,Tank 44,Strauss lab 1,,76.419,751.9,89,7.39,222.4,221,222.5,4524,145,0.1,-2.8,-2.8,11.86,-379.2,0.22,0.19,inedible,0.18,0.46,-0.034,-0.017
8/26/22,9:35:47 AM,Tank 44,Strauss lab 1,,76.423,751.8,89.4,7.43,222.4,221,222.5,4524,145,0.1,-2.8,-2.8,11.87,-379.7,0.25,0.23,inedible,0.11,0.18,-0.036,-0.03
8/26/22,9:35:50 AM,Tank 44,Strauss lab 1,,76.424,751.6,89.8,7.46,222.4,221,222.5,4524,145,0.1,-2.8,-2.8,11.88,-380.3,0.27,0.25,inedible,0.12,0.23,-0.033,-0.025
8/26/22,9:35:53 AM,Tank 44,Strauss lab 1,,76.424,751.7,90.1,7.49,222.4,221,222.5,4524,145,0.1,-2.8,-2.8,11.89,-380.9,0.27,0.25,inedible,0.14,0.3,-0.032,-0.028
8/26/22,9:35:56 AM,Tank 44,Strauss lab 1,,76.425,751.7,90.4,7.51,222.4,221,222.5,4524,145,0.1,-2.8,-2.8,11.9,-381.4,0.19,0.17,inedible,0.18,0.47,-0.033,-0.04
8/26/22,9:36:29 AM,Tank 44,Strauss lab 1,,76.372,751.7,82.4,6.85,223.4,221.9,223.5,4507,145,0.11,-2.8,-2.8,11.9,-381.4,0.19,0.17,edible,0.19,0.5,-0.034,-0.026
8/26/22,9:36:32 AM,Tank 44,Strauss lab 1,,76.386,751.7,83.5,6.94,223.4,222,223.6,4505,145,0.11,-2.8,-2.8,11.92,-382.7,0.2,0.18,edible,0.15,0.37,-0.035,-0.025
8/26/22,9:36:35 AM,Tank 44,Strauss lab 1,,76.398,751.7,85.1,7.07,223.5,222,223.6,4504,145,0.11,-2.8,-2.8,11.93,-383.5,0.21,0.18,edible,0.16,0.39,-0.034,-0.03
8/26/22,9:36:38 AM,Tank 44,Strauss lab 1,,76.408,751.7,86.6,7.19,223.5,222.1,223.6,4503,145,0.11,-2.8,-2.8,11.95,-384.4,0.31,0.29,edible,0.17,0.44,-0.032,-0.037
8/26/22,9:36:41 AM,Tank 44,Strauss lab 1,,76.414,751.7,87.6,7.28,223.5,222.1,223.6,4503,145,0.11,-2.8,-2.8,11.96,-385.1,0.28,0.26,edible,0.2,0.57,-0.033,-0.048
8/26/22,9:36:44 AM,Tank 44,Strauss lab 1,,76.416,751.7,88.3,7.34,223.5,222.1,223.6,4503,145,0.11,-2.8,-2.8,11.97,-385.8,0.26,0.24,edible,0.22,0.66,-0.031,-0.04
8/26/22,9:36:47 AM,Tank 44,Strauss lab 1,,76.418,751.7,89,7.4,223.5,222.1,223.6,4503,145,0.11,-2.8,-2.8,11.98,-386.4,0.36,0.34,edible,0.27,0.85,-0.03,-0.022
8/26/22,9:36:50 AM,Tank 44,Strauss lab 1,,76.419,751.7,89.5,7.43,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,11.99,-386.9,0.34,0.32,edible,0.27,0.85,-0.034,-0.025
8/26/22,9:36:53 AM,Tank 44,Strauss lab 1,,76.421,751.7,89.9,7.47,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,12,-387.5,0.25,0.22,edible,0.26,0.83,-0.036,-0.028
8/26/22,9:36:56 AM,Tank 44,Strauss lab 1,,76.422,751.7,90.3,7.5,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,12.01,-388,0.16,0.13,edible,0.28,0.89,-0.034,-0.033
8/26/22,9:36:59 AM,Tank 44,Strauss lab 1,,76.423,751.7,90.6,7.52,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,12.02,-388.4,0.16,0.13,edible,0.21,0.58,-0.032,-0.023
8/26/22,9:37:02 AM,Tank 44,Strauss lab 1,,76.423,751.8,90.8,7.54,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,12.02,-388.8,0.34,0.32,edible,0.22,0.65,-0.032,-0.037
8/26/22,9:37:05 AM,Tank 44,Strauss lab 1,,76.422,751.7,91,7.56,223.5,222.1,223.6,4502,145,0.11,-2.8,-2.8,12.03,-389.2,0.33,0.31,edible,0.18,0.48,-0.033,-0.022
8/26/22,9:38:07 AM,Tank 46,Strauss lab 1,,72.75,751.6,104.1,8.99,170,162.4,170.8,6159,111,0.08,-2.3,-2.3,12.92,-438.5,0.06,0.03,inedible,0.12,0.24,-0.033,-0.04
8/26/22,9:38:10 AM,Tank 46,Strauss lab 1,,72.778,751.7,104.7,9.03,170,162.4,170.8,6158,111,0.08,-2.3,-2.3,12.92,-438.7,0.06,0.03,inedible,0.15,0.37,-0.033,-0.048
8/26/22,9:38:13 AM,Tank 46,Strauss lab 1,,72.796,751.7,105.3,9.09,170,162.4,170.7,6158,110,0.08,-2.3,-2.3,12.92,-438.7,0.05,0.03,inedible,0.14,0.3,-0.03,-0.031
8/26/22,9:38:16 AM,Tank 46,Strauss lab 1,,72.813,751.7,105.9,9.14,170,162.4,170.7,6158,110,0.08,-2.3,-2.3,12.92,-438.5,0.06,0.03,inedible,0.13,0.28,-0.031,-0.036
8/26/22,9:38:19 AM,Tank 46,Strauss lab 1,,72.827,751.6,106.3,9.17,169.9,162.4,170.7,6158,110,0.08,-2.3,-2.3,12.92,-438.2,0.08,0.06,inedible,0.09,0.09,-0.033,-0.022
8/26/22,9:38:22 AM,Tank 46,Strauss lab 1,,72.842,751.7,106.7,9.2,169.9,162.4,170.6,6158,110,0.08,-2.3,-2.3,12.91,-437.9,0.06,0.04,inedible,0.09,0.1,-0.032,-0.024
8/26/22,9:38:25 AM,Tank 46,Strauss lab 1,,72.859,751.7,107,9.23,169.8,162.4,170.6,6159,110,0.08,-2.3,-2.3,12.9,-437.4,0,-0.02,inedible,0.09,0.08,-0.031,-0.035
8/26/22,9:38:28 AM,Tank 46,Strauss lab 1,,72.871,751.7,107.2,9.25,169.8,162.4,170.5,6159,110,0.08,-2.3,-2.3,12.89,-437,0.01,-0.01,inedible,0.14,0.3,-0.029,-0.037
8/26/22,9:38:31 AM,Tank 46,Strauss lab 1,,72.885,751.6,107.5,9.27,169.8,162.4,170.5,6159,110,0.08,-2.3,-2.3,12.88,-436.4,0.02,-0.01,inedible,0.18,0.47,-0.031,-0.038
8/26/22,9:38:34 AM,Tank 46,Strauss lab 1,,72.896,751.6,107.7,9.28,169.7,162.3,170.5,6160,110,0.08,-2.3,-2.3,12.88,-435.9,0.07,0.04,inedible,0.2,0.55,-0.032,-0.025
8/26/22,9:39:08 AM,Tank 46,Strauss lab 1,,72.139,751.7,92.3,8.02,169.6,160.9,170.5,6216,110,0.08,-2.2,-2.2,12.69,-424.7,0.15,0.13,edible,0.02,-0.18,-0.032,-0.041
8/26/22,9:39:11 AM,Tank 46,Strauss lab 1,,72.175,751.7,94.4,8.2,169.6,160.9,170.5,6214,110,0.08,-2.2,-2.2,12.7,-425.5,0.11,0.09,edible,0.08,0.07,-0.028,-0.022
8/26/22,9:39:14 AM,Tank 46,Strauss lab 1,,72.235,751.7,95.6,8.3,169.6,161.1,170.5,6208,110,0.08,-2.2,-2.2,12.73,-427.1,0.1,0.08,edible,0.07,0.03,-0.029,-0.023
8/26/22,9:39:17 AM,Tank 46,Strauss lab 1,,72.287,751.7,96.5,8.37,169.6,161.2,170.5,6205,110,0.08,-2.3,-2.3,12.75,-428.4,0.02,-0.01,edible,0.07,0.01,-0.033,-0.031
8/26/22,9:39:20 AM,Tank 46,Strauss lab 1,,72.311,751.7,97.5,8.46,169.7,161.2,170.5,6202,110,0.08,-2.3,-2.3,12.77,-429.7,-0.08,-0.11,edible,0.05,-0.05,-0.034,-0.02
8/26/22,9:39:23 AM,Tank 46,Strauss lab 1,,72.313,751.7,98.8,8.57,169.7,161.3,170.6,6200,110,0.08,-2.3,-2.3,12.79,-430.5,-0.09,-0.11,edible,0.05,-0.05,-0.035,-0.047
8/26/22,9:39:26 AM,Tank 46,Strauss lab 1,,72.313,751.7,99.9,8.67,169.8,161.3,170.6,6198,110,0.08,-2.3,-2.3,12.8,-431.1,0,-0.02,edible,0.04,-0.1,-0.033,-0.04
8/26/22,9:39:29 AM,Tank 46,Strauss lab 1,,72.32,751.7,100.9,8.75,169.8,161.4,170.6,6197,110,0.08,-2.3,-2.3,12.81,-431.5,0.05,0.03,edible,0.07,0.04,-0.031,-0.022
8/26/22,9:39:32 AM,Tank 46,Strauss lab 1,,72.331,751.6,101.5,8.81,169.8,161.4,170.6,6197,110,0.08,-2.3,-2.3,12.81,-431.7,0.1,0.08,edible,0.1,0.16,-0.033,-0.022
8/26/22,9:39:35 AM,Tank 46,Strauss lab 1,,72.343,751.7,102.2,8.86,169.8,161.4,170.6,6196,110,0.08,-2.3,-2.3,12.81,-431.7,0.11,0.08,edible,0.09,0.12,-0.034,-0.034
8/26/22,9:40:50 AM,Tank 48,Strauss lab 1,,72.574,751.7,106.2,9.18,192.5,183.4,193.3,5452,125,0.09,-2.3,-2.3,12.65,-423,0.23,0.21,inedible,0.54,1.98,-0.035,-0.028
8/26/22,9:40:53 AM,Tank 48,Strauss lab 1,,72.58,751.7,106.6,9.22,192.4,183.4,193.3,5453,125,0.09,-2.3,-2.3,12.65,-423,0.37,0.35,inedible,0.47,1.67,-0.033,-0.036
8/26/22,9:40:56 AM,Tank 48,Strauss lab 1,,72.586,751.6,107,9.25,192.4,183.4,193.3,5454,125,0.09,-2.3,-2.3,12.65,-422.9,0.39,0.37,inedible,0.46,1.66,-0.03,-0.026
8/26/22,9:40:59 AM,Tank 48,Strauss lab 1,,72.592,751.7,107.4,9.29,192.3,183.3,193.2,5454,125,0.09,-2.3,-2.3,12.65,-422.8,0.37,0.34,inedible,0.55,2.02,-0.031,-0.035
8/26/22,9:41:02 AM,Tank 48,Strauss lab 1,,72.596,751.7,107.7,9.31,192.3,183.4,193.2,5454,125,0.09,-2.3,-2.3,12.65,-422.6,0.38,0.36,inedible,0.72,2.73,-0.033,-0.032
8/26/22,9:41:05 AM,Tank 48,Strauss lab 1,,72.599,751.7,107.9,9.33,192.3,183.4,193.2,5454,125,0.09,-2.3,-2.3,12.64,-422.5,0.34,0.31,inedible,0.98,3.81,-0.036,-0.038
8/26/22,9:41:08 AM,Tank 48,Strauss lab 1,,72.603,751.7,108.2,9.35,192.3,183.3,193.2,5454,125,0.09,-2.3,-2.3,12.64,-422.2,0.33,0.31,inedible,1.25,4.91,-0.039,-0.05
8/26/22,9:41:50 AM,Tank 48,Strauss lab 1,,72.52,751.7,97.1,8.4,192.5,183.3,193.4,5455,125,0.09,-2.3,-2.3,12.49,-413.6,0.16,0.14,edible,0.19,0.51,-0.031,-0.027
8/26/22,9:41:53 AM,Tank 48,Strauss lab 1,,72.541,751.7,97.9,8.47,192.5,183.4,193.4,5453,125,0.09,-2.3,-2.3,12.51,-414.8,0.15,0.13,edible,0.18,0.47,-0.035,-0.035
8/26/22,9:41:56 AM,Tank 48,Strauss lab 1,,72.554,751.7,99.6,8.61,192.5,183.4,193.4,5451,125,0.09,-2.3,-2.3,12.53,-415.9,0.1,0.08,edible,0.18,0.5,-0.034,-0.023
8/26/22,9:41:59 AM,Tank 48,Strauss lab 1,,72.559,751.7,100.8,8.72,192.5,183.4,193.4,5451,125,0.09,-2.3,-2.3,12.54,-416.6,0.05,0.02,edible,0.14,0.32,-0.034,-0.032
8/26/22,9:42:02 AM,Tank 48,Strauss lab 1,,72.561,751.7,101.8,8.8,192.5,183.4,193.4,5452,125,0.09,-2.3,-2.3,12.55,-417.2,0.15,0.13,edible,0.13,0.27,-0.033,-0.047
8/26/22,9:42:05 AM,Tank 48,Strauss lab 1,,72.562,751.6,102.6,8.87,192.5,183.4,193.4,5452,125,0.09,-2.3,-2.3,12.56,-417.7,0.13,0.1,edible,0.13,0.26,-0.032,-0.037
8/26/22,9:42:08 AM,Tank 48,Strauss lab 1,,72.562,751.6,103.2,8.92,192.5,183.4,193.4,5452,125,0.09,-2.3,-2.3,12.57,-418.1,0.09,0.07,edible,0.14,0.32,-0.03,-0.017
8/26/22,9:43:39 AM,Tank 49,Strauss lab 1,,65.684,751.7,110.2,10.28,174.4,153.4,176.3,6517,113,0.08,-1.5,-1.5,14.34,-514.3,0.12,0.09,inedible,0.13,0.28,-0.035,-0.043
8/26/22,9:43:42 AM,Tank 49,Strauss lab 1,,65.657,751.6,112.8,10.52,174.4,153.4,176.3,6517,113,0.08,-1.5,-1.5,14.42,-518.8,0.19,0.17,inedible,0.12,0.24,-0.034,-0.027
8/26/22,9:43:45 AM,Tank 49,Strauss lab 1,,65.581,751.7,114.9,10.72,174.4,153.3,176.3,6523,113,0.08,-1.5,-1.5,14.47,-521.9,0.18,0.16,inedible,0.11,0.18,-0.033,-0.036
